"time","temp","ocheat","ocheat.mixed","ocheat.interior","ocheatflux.mixed","ocheatflux.interior"
1988,0.484612422997499,38.4424094287059,2.95690852603934,35.4855009026666,0.180398292208058,0.875205313137037
1989,0.522167926105545,39.7472694667254,3.18260755745522,36.5646619092702,0.197492505920154,0.993993545757155
1990,0.556291091640239,41.1263293905194,3.40048395548015,37.7258454350392,0.19064749882561,1.06954284206997
1991,0.533163959442666,42.0680064198137,3.43302599566585,38.6349804241478,0.0284751291297643,0.837385993254119
1992,0.452817824593117,42.003314982879,3.12735379839997,38.875961184479,-0.267471100117063,0.221962542155523
1993,0.454918440630163,41.9312813860553,2.92250628030389,39.0087751057514,-0.179246890988085,0.122332237473035
1994,0.495239412798334,42.6936950261118,3.0687915193741,39.6249035067377,0.128003378046714,0.567503505214188
1995,0.541101893936954,43.8799387749032,3.31837084772798,40.5615679271752,0.218388385068678,0.862742799969624
1996,0.581706592325467,45.2372997105066,3.56939980386292,41.6678999066437,0.219656846972723,1.01902018357517
1997,0.619003057087437,46.6721049297437,3.80145977976492,42.8706451499787,0.203058497314545,1.10782450602779
1998,0.657806960315063,48.202777306704,4.0336828374058,44.1690944692982,0.203201198065542,1.1959756097547
1999,0.69788316535825,49.848309332293,4.27646681604113,45.5718425162519,0.212442277829746,1.29204307463225
2000,0.737658943532291,51.5894805509233,4.52288255693409,47.0665979939892,0.215620163993756,1.37678927265187
2001,0.770556807580115,53.3524484043989,4.7482400510135,48.6042083533854,0.19719365189308,1.41626204410339
2002,0.80191272453757,55.1096336327322,4.95049380410201,50.1591398286302,0.176977279338014,1.43221617629815
